topic,crops,parameter,fact_type,statement,value,min_value,max_value,unit,condition,action,evidence_quote,confidence,source_file,source_name,page_start,page_end,section,chunk_id,relevance_score,provenance,knowledge_text,fact_id
soil_health,,soil mineral composition,definition,"Soil particles mainly consist of silicon, oxygen, aluminum, potassium, calcium, magnesium, phosphorus, potassium and other minor chemical elements.",,,,None,None,None,"They mainly consist of silicon, oxygen, aluminum, potassium, calcium, magnesium, phosphorus, potassium and other minor chemical elements.",0.99,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,19,19,,0f00443c37573ea69da81c7280c19f911387f93d,0.6081,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 19, ""page_end"": 19, ""chunk_id"": ""0f00443c37573ea69da81c7280c19f911387f93d"", ""evidence_quote"": ""They mainly consist of silicon, oxygen, aluminum, potassium, calcium, magnesium, phosphorus, potassium and other minor chemical elements.""}]","Parameter: soil mineral composition
Fact: Soil particles mainly consist of silicon, oxygen, aluminum, potassium, calcium, magnesium, phosphorus, potassium and other minor chemical elements.
Condition: None
Recommended action: None",bcba8d56fadd9b9acbe58c9c74dbdf1eccd3f7ea
soil_health,,soil organic matter,management_action,"Building and maintaining good levels of organic matter in soils is as critical as managing physical conditions, pH and nutrient levels.",,,,None,working with nature rather than attempting to overwhelm and dominate it,build and maintain good levels of organic matter in soils,"If we are to work together with nature rather than attempt to overwhelm and dominate it, then building and maintaining good levels of organic matter in our soils are as critical as managing physical conditions, pH and nutrient levels.",0.98,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,14,14,,7f8828d1261f398c232c61f2f56f73dfcaff887e,0.6339,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 14, ""page_end"": 14, ""chunk_id"": ""7f8828d1261f398c232c61f2f56f73dfcaff887e"", ""evidence_quote"": ""If we are to work together with nature rather than attempt to overwhelm and dominate it, then building and maintaining good levels of organic matter in our soils are as critical as managing physical conditions, pH and nutrient levels.""}]","Parameter: soil organic matter
Fact: Building and maintaining good levels of organic matter in soils is as critical as managing physical conditions, pH and nutrient levels.
Condition: working with nature rather than attempting to overwhelm and dominate it
Recommended action: build and maintain good levels of organic matter in soils",3cb2693a9435ed1b68325f9ec31627f22d26491d
soil_health,,soil organic matter,cause_effect,Conservation tillage practices leave more residues on the surface and cause less soil disturbance than conventional moldboard plows and disks.,,,,None,conservation tillage vs conventional moldboard plows and disks,None,Conservation tillage practices leave more residues on the surface and cause less soil disturbance than conventional moldboard plows and disks.,0.99,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,51,51,,f2efcdb3be69749b52ae750eb8babb265d2e7fc8,0.5881,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 51, ""page_end"": 51, ""chunk_id"": ""f2efcdb3be69749b52ae750eb8babb265d2e7fc8"", ""evidence_quote"": ""Conservation tillage practices leave more residues on the surface and cause less soil disturbance than conventional moldboard plows and disks.""}]","Parameter: soil organic matter
Fact: Conservation tillage practices leave more residues on the surface and cause less soil disturbance than conventional moldboard plows and disks.
Condition: conservation tillage vs conventional moldboard plows and disks
Recommended action: None",bffcb8fc6d44645c140eb7e2c1f6d18a962d8a81
soil_health,,soil organic matter,management_action,Soil fertility could be maintained by adding organic residues.,,,,None,soil fertility maintenance,adding organic residues,He noted that their fertility could be maintained by adding organic residues.,0.98,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,13,13,,0e48878e2b94157cc43b8652b8e9691272ea613c,0.6163,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 13, ""page_end"": 13, ""chunk_id"": ""0e48878e2b94157cc43b8652b8e9691272ea613c"", ""evidence_quote"": ""He noted that their fertility could be maintained by adding organic residues.""}]","Parameter: soil organic matter
Fact: Soil fertility could be maintained by adding organic residues.
Condition: soil fertility maintenance
Recommended action: adding organic residues",5e5b61eda321f4cdb2ed0f1f2f1878d7014edbb6
soil_health,,soil organic matter,cause_effect,Soil organic matter has a positive influence on almost all of the characteristics of healthy soils and is critical for managing pests.,,,,None,None,None,"Soil organic matter has a positive influence on almost all of the characteristics we’ve just discussed. As we will see in chapters 2 and 8, soil organic matter is even critical for managing pests.",0.98,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,24,24,,1541626404f31aa63895dd91188a9d3fbf8f174c,0.6773,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 24, ""page_end"": 24, ""chunk_id"": ""1541626404f31aa63895dd91188a9d3fbf8f174c"", ""evidence_quote"": ""Soil organic matter has a positive influence on almost all of the characteristics we’ve just discussed. As we will see in chapters 2 and 8, soil organic matter is even critical for managing pests.""}]","Parameter: soil organic matter
Fact: Soil organic matter has a positive influence on almost all of the characteristics of healthy soils and is critical for managing pests.
Condition: None
Recommended action: None",8c26bfcb37ed130c04cfcfa334fc93effc0e4461
soil_health,,soil organic matter,cause_effect,"Soil organic matter levels usually increase when no-till planters place seeds in a narrow band of disturbed soil, leaving the soil between planting rows undisturbed.",,,,None,no-till planting with narrow band of disturbed soil,None,"In fact, soil organic matter levels usually increase when no-till planters place seeds in a narrow band of disturbed soil, leaving the soil between planting rows undisturbed.",0.99,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,51,51,,f2efcdb3be69749b52ae750eb8babb265d2e7fc8,0.5881,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 51, ""page_end"": 51, ""chunk_id"": ""f2efcdb3be69749b52ae750eb8babb265d2e7fc8"", ""evidence_quote"": ""In fact, soil organic matter levels usually increase when no-till planters place seeds in a narrow band of disturbed soil, leaving the soil between planting rows undisturbed.""}]","Parameter: soil organic matter
Fact: Soil organic matter levels usually increase when no-till planters place seeds in a narrow band of disturbed soil, leaving the soil between planting rows undisturbed.
Condition: no-till planting with narrow band of disturbed soil
Recommended action: None",c83bfcde17ec5a20f2d71c09b7c691efb5dfecc1
soil_health,,soil organic matter,cause_effect,Worn-out soils whose productivity had drastically declined resulted mainly from the depletion of soil organic matter.,,,,None,worn-out soils,None,"Scientists realized that “worn-out” soils, whose productivity had drastically declined, resulted mainly from the depletion of soil organic matter.",0.98,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,13,13,,0e48878e2b94157cc43b8652b8e9691272ea613c,0.6163,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 13, ""page_end"": 13, ""chunk_id"": ""0e48878e2b94157cc43b8652b8e9691272ea613c"", ""evidence_quote"": ""Scientists realized that “worn-out” soils, whose productivity had drastically declined, resulted mainly from the depletion of soil organic matter.""}]","Parameter: soil organic matter
Fact: Worn-out soils whose productivity had drastically declined resulted mainly from the depletion of soil organic matter.
Condition: worn-out soils
Recommended action: None",4818209bb30ca3a7f8703e63244cd4ea354b4398
soil_health,,soil organic matter and corn yield,cause_effect,A Maryland experiment related soil organic matter to corn yield.,,,,None,Maryland experiment,None,See this source for the Maryland experiment relating soil organic matter to corn yield.,0.95,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,44,44,,48c976c730d1580833f890c74366c7d261db77e2,0.705,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 44, ""page_end"": 44, ""chunk_id"": ""48c976c730d1580833f890c74366c7d261db77e2"", ""evidence_quote"": ""See this source for the Maryland experiment relating soil organic matter to corn yield.""}]","Parameter: soil organic matter and corn yield
Fact: A Maryland experiment related soil organic matter to corn yield.
Condition: Maryland experiment
Recommended action: None",532cab7eca522aec07f8f285a7b2865e20127a1a
soil_health,,soil organic matter and crop-yield potential,cause_effect,A Michigan study examined the relationship between soil organic matter levels and crop-yield potential.,,,,None,Michigan study,None,See this source for the Michigan study on the relationship between soil organic matter levels and crop-yield potential.,0.95,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,44,44,,48c976c730d1580833f890c74366c7d261db77e2,0.705,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 44, ""page_end"": 44, ""chunk_id"": ""48c976c730d1580833f890c74366c7d261db77e2"", ""evidence_quote"": ""See this source for the Michigan study on the relationship between soil organic matter levels and crop-yield potential.""}]","Parameter: soil organic matter and crop-yield potential
Fact: A Michigan study examined the relationship between soil organic matter levels and crop-yield potential.
Condition: Michigan study
Recommended action: None",86c9daa20e30e393385a95d756822a90608ee556
soil_health,,soil organic matter content,acceptable_range,A typical agricultural soil has 1-6% organic matter by weight.,,1.0,6.0,% by weight,typical agricultural soil,None,A typical agricultural soil has 1–6% organic matter by weight.,0.99,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,28,28,,d88718bcdaaed0df559ca8f94cdee2aaf9bb941a,0.6461,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 28, ""page_end"": 28, ""chunk_id"": ""d88718bcdaaed0df559ca8f94cdee2aaf9bb941a"", ""evidence_quote"": ""A typical agricultural soil has 1–6% organic matter by weight.""}]","Parameter: soil organic matter content
Fact: A typical agricultural soil has 1-6% organic matter by weight.
Explicit range: 1 to 6 % by weight
Condition: typical agricultural soil
Recommended action: None",091019761f4c24337ffd66e5712d1557c6c967bb
soil_health,,"soil organic matter content, active carbon, protein, respiration, available water capacity, aggregate stability",other_agronomic_fact,"Pasture fields had far better scores than other cropping systems for soil organic matter content, active carbon, protein, respiration, available water capacity and aggregate stability.",,,,None,New York cropping systems,None,"A soil health study involving a wide range of New York cropping systems confirmed that pasture fields had far better scores than other cropping systems for soil organic matter content, active carbon, protein, respiration, available water capacity and aggregate stability.",0.98,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,208,208,,97e89ac21a225b0e3793f36792f12cb14a663a25,0.5884,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 208, ""page_end"": 208, ""chunk_id"": ""97e89ac21a225b0e3793f36792f12cb14a663a25"", ""evidence_quote"": ""A soil health study involving a wide range of New York cropping systems confirmed that pasture fields had far better scores than other cropping systems for soil organic matter content, active carbon, protein, respiration, available water capacity and aggregate stability.""}]","Parameter: soil organic matter content, active carbon, protein, respiration, available water capacity, aggregate stability
Fact: Pasture fields had far better scores than other cropping systems for soil organic matter content, active carbon, protein, respiration, available water capacity and aggregate stability.
Condition: New York cropping systems
Recommended action: None",74aa750b97df4fa1b3f2c789842789910dac9298
